,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
4965,WOPREA,-2742.015819,-0.105387,4.2252,0.40899,0.11247,-0.20424,-0.09177,267.44149
4966,UZIRAY,-1824.259515,-0.197594,0.004,1.89887,0.17865,-0.20057,-0.02192,449.674668
4967,BOLXUW,-2613.987729,-0.148139,3.4896,0.64335,0.09299,-0.1797,-0.08671,347.761183
4968,QEZFOQ,-2176.130772,-0.246946,6.9118,1.95297,0.12853,-0.17279,-0.04426,590.199242
4969,MITVEQ,-1977.301256,-0.220539,4.9883,1.95779,0.10159,-0.16868,-0.06709,521.088002
4970,TIGWEL,-2030.16682,-0.112087,5.9857,0.91769,0.16141,-0.20906,-0.04765,277.384143
4971,EMUGAU,-1779.380642,-0.192148,5.385,2.04526,0.12702,-0.17074,-0.04372,470.884587
4972,ZAJMIG,-2505.838624,-0.171407,4.3286,0.80392,0.14314,-0.21461,-0.07147,412.885281
4973,GOFPIA,-1958.360507,-0.231974,5.4509,1.8222,0.10805,-0.17927,-0.07122,545.062807
4974,MITZIA,-3308.552673,-0.220652,4.6109,0.69077,0.09877,-0.17439,-0.07562,514.602755
4975,XOWFEV,-3198.971746,-0.214641,9.08,1.10383,0.07338,-0.16062,-0.08724,517.76992
4976,FICCAW,-2122.41664,-0.185964,3.3441,1.17095,0.12623,-0.2005,-0.07427,427.768471
4977,MEXXAO,-1732.757784,-0.089648,0.4229,1.30899,0.11545,-0.18542,-0.06997,244.327208
4978,DOGSID,-2649.297905,-0.15563,6.7465,0.75755,0.10315,-0.16609,-0.06294,408.241922
4979,QICZUZ,-1683.105764,-0.185763,2.7784,2.17529,0.10862,-0.18101,-0.07239,456.782515
4980,ACOBIE,-2066.967416,-0.129234,1.6891,1.3116,0.13371,-0.20455,-0.07084,358.140577
4981,NODVEJ,-3045.671841,-0.177781,4.8233,1.02923,0.1559,-0.18715,-0.03125,450.393649
4982,RIQMOW,-2735.150218,-0.177532,2.6539,0.96387,0.12693,-0.18743,-0.0605,450.551616
4983,ZAPBUN,-2349.274516,-0.155905,0.6766,0.43101,0.09055,-0.16119,-0.07064,412.778365
4984,VUVDAS,-3030.675014,-0.135989,4.525,0.16699,0.10534,-0.19378,-0.08844,334.074566
4985,SEBCEI,-3990.675729,-0.185697,6.9243,0.16839,0.12696,-0.2109,-0.08394,497.226667
4986,POCLAU,-2388.482356,-0.272242,7.0718,1.71333,0.07639,-0.15438,-0.07799,630.938434
4987,QEZQOB,-1879.549221,-0.08861,4.8164,0.79726,0.13792,-0.21364,-0.07572,236.695346
4988,PERRUC,-4548.252135,-0.302242,4.152,0.58159,0.09025,-0.15289,-0.06264,691.369412
4989,CUFXAD,-2701.852481,-0.15983,6.1569,0.01749,0.09254,-0.15407,-0.06153,441.111117
4990,ZOMHUG,-1590.464626,-0.179587,0.341,1.41487,0.09076,-0.30122,-0.21046,408.272142
4991,VIJGIF,-3201.026211,-0.20519,2.9462,0.61554,0.1236,-0.20006,-0.07646,525.564357
4992,VOLGOV,-1932.075285,-0.186281,5.328,2.04671,0.15386,-0.20067,-0.04681,486.75141
4993,HOLMEC,-3092.29659,-0.285497,0.3769,0.95883,0.09874,-0.17004,-0.0713,633.701249
4994,WENDEZ,-2693.458539,-0.112773,11.2755,0.28603,0.11699,-0.16441,-0.04742,295.744087
4995,BEXWIM,-3088.864848,-0.120638,5.7947,0.03162,0.13394,-0.23272,-0.09878,307.816488
4996,WABXAY,-3084.050035,-0.251433,3.0304,0.76841,0.10787,-0.15908,-0.05121,598.421333
4997,YEQZEZ,-4407.639804,-0.241431,10.0439,1.29613,0.13189,-0.23459,-0.1027,606.595765
4998,ACOBUQ,-2068.163718,-0.129756,2.2866,1.15408,0.13592,-0.20885,-0.07293,379.473394
4999,KUGPOT,-3124.378869,-0.210799,1.8542,0.53407,0.08579,-0.16702,-0.08123,496.090503
5000,YOJMIT,-2025.704962,-0.163821,1.1517,1.68255,0.11871,-0.19163,-0.07292,406.953043
5001,GIXMEF,-3952.559776,-0.383281,1.9784,1.88516,0.1451,-0.2162,-0.0711,786.278808
5002,FETPIG,-2785.964818,-0.27984,3.9402,1.3132,0.10839,-0.16333,-0.05494,625.890205
5003,YAXWEA,-2327.396008,-0.058953,3.9545,0.22451,0.11187,-0.20362,-0.09175,194.372056
5004,SEWCEF,-3583.160969,-0.223647,2.5815,0.53372,0.1288,-0.19793,-0.06913,575.742926
5005,VUVWIT,-3921.455436,-0.339652,0.8213,0.88457,0.12808,-0.18587,-0.05779,784.446223
5006,KOKDUK,-1978.997936,-0.117324,6.5237,0.84003,0.1142,-0.18682,-0.07262,308.193831
5007,FEQCEM,-2630.596743,-0.146294,3.9934,1.14387,0.13437,-0.20331,-0.06894,387.651928
5008,YURBIY,-4070.540091,-0.102333,6.6155,0.15142,0.11989,-0.25137,-0.13148,328.631642
5009,TIYBUZ,-2594.047019,-0.109833,6.8902,0.85082,0.13534,-0.23466,-0.09932,318.548692
5010,FOZMUE,-1576.112724,-0.150532,9.0237,1.19304,0.13596,-0.23023,-0.09427,368.332113
5011,EZUROH,-1712.301399,-0.199186,5.7651,1.9553,0.11294,-0.17573,-0.06279,491.078565
5012,SEQYES,-2024.00345,-0.126932,4.7542,1.1623,0.08785,-0.16546,-0.07761,338.153157
5013,DOYQEO,-2125.954486,-0.135975,4.8214,1.2363,0.15163,-0.21537,-0.06374,354.275347
5014,CAMZOH,-3004.472805,-0.190991,4.2389,0.96705,0.09198,-0.16854,-0.07656,481.655481
5015,WUPLIE,-1926.67903,-0.102173,2.9505,0.42765,0.06713,-0.15163,-0.0845,296.163673
5016,DIZJOL,-2377.239487,-0.164812,0.9941,0.85107,0.13377,-0.19048,-0.05671,419.117335
5017,ZECVIM,-1649.02445,-0.093555,4.1788,1.12015,0.13995,-0.19474,-0.05479,240.648646
5018,VOLPUK,-2924.799596,-0.299037,7.47,2.06101,0.12045,-0.17546,-0.05501,733.397059
5019,MIXRUG,-1884.534173,-0.115468,4.2917,0.83707,0.11664,-0.20203,-0.08539,305.939121
5020,HARREX,-1823.453374,-0.108713,4.5397,0.87473,0.14124,-0.21086,-0.06962,275.494943
5021,DEWPUQ,-1512.630611,-0.110596,4.3828,1.04963,0.14671,-0.1883,-0.04159,290.617001
5022,DAMKEH,-2128.345015,-0.110671,3.837,1.19987,0.11914,-0.21017,-0.09103,294.002989
5023,ZAHZOK,-5194.434215,-0.118482,5.8439,0.24935,0.09808,-0.19722,-0.09914,292.193035
5024,LAKLIT,-588.701987,-0.051317,1.9448,0.96762,0.17337,-0.18728,-0.01391,158.282292
5025,PALREA,-4858.38835,-0.184589,4.9064,0.73347,0.07738,-0.15266,-0.07528,448.035258
5026,OFAQOE,-4494.886623,-0.194028,2.1147,0.462,0.09668,-0.22844,-0.13176,501.840964
5027,UKUMOE,-2167.305708,-0.163899,2.0977,0.821,0.04142,-0.11649,-0.07507,378.653679
5028,JIKPUO,-2017.994684,-0.187125,4.4624,1.65731,0.13729,-0.18303,-0.04574,491.348117
5029,XIYLEY,-1590.178022,-0.168856,4.9171,1.22184,0.16069,-0.19792,-0.03723,409.89789
5030,ZUQMIH,-5661.59393,-0.48312,6.2572,2.00323,0.15709,-0.22133,-0.06424,1099.067739
5031,LISPOS,-1436.665261,-0.100414,3.3332,1.14166,0.15383,-0.20268,-0.04885,271.562278
5032,WAWTOD,-3379.513237,-0.065122,14.0425,-0.04691,0.07348,-0.24493,-0.17145,244.174189
5033,CIBJIH,-2039.522284,-0.10221,3.8249,0.93484,0.16599,-0.21647,-0.05048,289.110654
5034,BAWMET,-2467.06572,-0.240975,9.0515,1.00475,0.07719,-0.12365,-0.04646,570.67791
5035,WAYMER,-957.391368,-0.097892,1.7999,1.42806,0.15053,-0.17899,-0.02846,248.354071
5036,ATITEE,-1947.2474,-0.195317,3.0368,1.31152,0.11044,-0.17147,-0.06103,432.597986
5037,GOFTIG,-4112.882744,-0.149106,0.0088,0.21565,0.10099,-0.20944,-0.10845,438.831899
5038,BEJRIT,-2635.625241,-0.204761,0.729,0.99511,0.10386,-0.16783,-0.06397,494.353452
5039,AJEBAU,-1664.655456,-0.148971,2.8477,1.27864,0.09097,-0.17243,-0.08146,449.171094
5040,SOLXEW,-2160.177027,-0.09799,5.834,0.32104,0.08862,-0.16982,-0.0812,263.452758
5041,CEFQIQ,-3435.608118,-0.226718,9.0957,0.99718,0.1535,-0.20778,-0.05428,538.886221
5042,RIDZEJ,-2123.298057,-0.133989,3.5669,0.85469,0.10505,-0.1899,-0.08485,347.69387
5043,ZIMYID,-6092.520401,-0.176253,3.9096,0.71465,0.08688,-0.171,-0.08412,415.164424
5044,RITRUK,-2641.743168,-0.104433,7.0627,0.10839,0.10886,-0.1998,-0.09094,275.049406
5045,ZIHLAF,-2653.139618,-0.330963,9.7137,2.07498,0.13924,-0.20246,-0.06322,734.804302
5046,GIZDAW,-2963.113637,-0.170579,5.5946,0.72989,0.09308,-0.1659,-0.07282,435.091179
5047,VATVUH,-3207.016462,-0.128563,5.569,0.09357,0.10515,-0.20302,-0.09787,328.510908
5048,EWAROJ,-2077.400578,-0.235294,1.3675,1.79669,0.10502,-0.15713,-0.05211,568.497529
5049,KOCRIE,-2778.911434,-0.104061,3.575,0.26903,0.13845,-0.22059,-0.08214,268.100661
5050,TISHOV,-2436.891648,-0.209264,3.3953,1.27314,0.1534,-0.19505,-0.04165,466.497857
5051,MEBBAY,-1844.509055,-0.05895,2.8833,0.67355,0.13879,-0.21228,-0.07349,184.93691
5052,FUVBEE,-2836.844145,-0.227042,0.2953,1.17515,0.14361,-0.21063,-0.06702,538.169753
5053,XUNDUF,-4499.591206,-0.284116,4.1614,0.88799,0.1375,-0.19398,-0.05648,635.42563
5054,FIBZIA,-3499.717718,-0.352528,6.4679,1.76492,0.11409,-0.16953,-0.05544,821.256477
5055,HONLIG,-3168.539692,-0.296878,5.6122,1.73467,0.14031,-0.18576,-0.04545,695.675949
5056,VURFAP,-2215.565127,-0.053876,4.0273,0.25647,0.14448,-0.2283,-0.08382,171.333655
5057,FETTEF,-1967.399128,-0.112998,3.0307,0.80838,0.11582,-0.18726,-0.07144,307.65009
5058,ZAPCAU,-1546.962926,-0.154786,1.8221,1.33793,0.11253,-0.17882,-0.06629,412.590139
5059,KAFRUE,-3914.062427,-0.102089,13.5448,0.01231,0.1244,-0.23426,-0.10986,279.143222
5060,ERUPOX,-2005.338757,-0.129031,2.1645,0.95879,0.14473,-0.16444,-0.01971,325.417371
5061,WOSFOZ,-2356.645969,-0.162391,4.1333,0.85336,0.12129,-0.2043,-0.08301,420.248198
5062,TURPON,-4444.311641,-0.257269,2.722,0.16392,0.09529,-0.16376,-0.06847,605.424539
5063,XAFZEJ,-3533.586268,-0.262178,0.9049,0.8559,0.05224,-0.14959,-0.09735,720.928706
5064,VACSEZ,-2326.629917,-0.068231,7.1395,0.92711,0.16394,-0.23119,-0.06725,210.404994
5065,LISXOA,-2924.428665,-0.083178,4.4971,0.01267,0.12159,-0.23368,-0.11209,253.587323
5066,YIHYET,-1807.066872,-0.108231,3.0289,0.5654,0.12906,-0.18167,-0.05261,261.345895
5067,COHTEZ,-3233.998934,-0.102278,4.4847,0.42463,0.09965,-0.19856,-0.09891,321.714629
5068,DONBEO,-2879.018599,-0.238619,4.0051,0.93382,0.10643,-0.17967,-0.07324,558.74388
5069,MINYOX,-1876.526028,-0.097236,4.0014,0.74703,0.14424,-0.22252,-0.07828,273.427246
5070,RIXWIG,-2832.988834,-0.09823,7.0039,0.31708,0.07436,-0.14982,-0.07546,281.640898
5071,NETZER,-1864.599981,-0.202136,0.6358,1.72304,0.09057,-0.14966,-0.05909,455.972844
5072,LIRCIY,-1296.408086,-0.133499,1.6593,1.90327,0.10415,-0.15822,-0.05407,357.885059
5073,ZUJLUL,-1588.863202,-0.081163,5.4507,0.74356,0.15182,-0.2219,-0.07008,210.86938
5074,GAWYIM,-2560.975373,-0.091502,7.4297,0.31756,0.1358,-0.2157,-0.0799,248.278706
5075,NAHSAS,-1931.600257,-0.119722,4.3289,0.80841,0.1092,-0.18186,-0.07266,288.710867
5076,NARMAV,-3413.940735,-0.094877,7.7266,0.38877,0.1275,-0.2165,-0.089,300.607461
5077,HACLIH,-3468.680499,-0.213089,2.5355,1.0045,0.10816,-0.20119,-0.09303,550.847173
5078,REGDOX,-3035.396338,-0.066901,4.7619,-0.07826,0.1183,-0.23905,-0.12075,216.282413
5079,HABHAT,-2215.448519,-0.092532,2.7304,0.4936,0.09921,-0.17752,-0.07831,277.222687
5080,BEXWOS,-2298.026923,-0.158991,2.8027,0.77939,0.12872,-0.18228,-0.05356,372.887478
5081,JEXBET,-2548.351406,-0.101859,4.6316,0.12096,0.10108,-0.19882,-0.09774,257.647375
5082,ISANIZ,-2164.124394,-0.136407,2.3936,0.83736,0.1041,-0.1767,-0.0726,357.903707
5083,TEFRAA,-2088.159496,-0.209512,5.2749,2.12315,0.13844,-0.18856,-0.05012,509.925769
5084,GILPOH,-2435.56931,-0.164953,2.4431,1.0488,0.11631,-0.19003,-0.07372,442.747506
5085,LOWXEA,-2498.768534,-0.058844,5.2473,0.31765,0.11588,-0.20347,-0.08759,204.963052
5086,GILNAR,-2208.705041,-0.073459,5.9742,0.5264,0.10841,-0.20775,-0.09934,239.897084
5087,TISHAH,-3470.127699,-0.230504,2.8996,0.37465,0.13023,-0.18628,-0.05605,529.159656
5088,UKEZOZ,-1440.069378,-0.121067,4.568,1.46017,0.12916,-0.1823,-0.05314,292.09329
5089,LAHMAK,-3702.112027,-0.146302,16.7323,0.54726,0.14206,-0.22654,-0.08448,410.780262
5090,INDMZR,-819.431842,-0.076708,2.9215,1.44379,0.00819,-0.17346,-0.16527,222.431453
5091,XARKOR,-2104.862789,-0.197523,3.9482,1.17306,0.07258,-0.1364,-0.06382,463.023988
5092,TEDYUX,-1406.746635,-0.096653,2.0909,1.37407,0.16568,-0.18264,-0.01696,282.838975
5093,WILXEV,-2591.459268,-0.169774,12.4808,0.61375,0.03414,-0.12989,-0.09575,464.61108
5094,VOGFII,-3108.776339,-0.212261,6.1103,0.82144,0.11811,-0.20907,-0.09096,505.199922
5095,LUZLOJ,-2161.207214,-0.133969,1.8451,0.59682,0.08547,-0.16654,-0.08107,366.843384
5096,RIJSAH,-2986.865131,-0.255289,3.3786,0.88857,0.03328,-0.16395,-0.13067,582.090389
5097,RITROE,-2909.609285,-0.09854,8.4684,0.06578,0.11472,-0.21922,-0.1045,249.935121
5098,HEFNUE,-1680.94117,-0.12402,2.9353,1.01947,0.12154,-0.20053,-0.07899,340.923492
5099,ZUJXAD,-1496.052038,-0.138341,0.8893,1.52135,0.09727,-0.17573,-0.07846,352.048652
5100,CADSEG,-3115.231009,-0.280901,1.9791,1.31594,0.20333,-0.19707,0.00626,570.338988
5101,QUBHEC,-1980.20593,-0.183421,3.7615,0.59608,0.09148,-0.14594,-0.05446,423.60387
5102,JOMNII,-1099.949157,-0.130421,2.264,1.24194,0.0999,-0.31533,-0.21543,307.002774
5103,UQUPIH,-3211.852811,-0.28615,1.7828,0.39671,0.09182,-0.14459,-0.05277,698.408532
5104,YAXVOJ,-2559.717227,-0.083323,2.4573,0.24265,0.09822,-0.1865,-0.08828,245.510056
5105,GIJBOR,-2065.205359,-0.115149,6.0268,1.02338,0.15636,-0.19191,-0.03555,304.360254
5106,EBAXUB,-3137.181206,-0.137632,7.2529,0.22754,0.14014,-0.20491,-0.06477,356.318616
5107,YIZCUF,-1899.809143,-0.134771,4.4816,0.69774,0.09754,-0.17644,-0.0789,350.05481
5108,VASJII,-2244.379172,-0.125618,4.0263,0.03199,0.1121,-0.18377,-0.07167,351.869702
5109,LAMPEU,-2247.601789,-0.109908,3.8318,0.74607,0.1466,-0.21441,-0.06781,280.475652
5110,TODXEP,-4819.27427,-0.172858,2.0222,1.03933,0.09113,-0.21852,-0.12739,527.736845
5111,XUHKAM,-4116.188754,-0.363142,2.4782,1.16741,0.13049,-0.19913,-0.06864,801.878095
5112,ULONUG,-3025.287924,-0.148141,6.7195,0.51484,0.12205,-0.18936,-0.06731,379.731611
5113,LACVIV,-2631.56327,-0.124655,6.3564,1.78109,0.00834,-0.28142,-0.27308,418.142318
5114,WUGSIB,-3187.87425,-0.106388,5.7624,0.6276,0.11617,-0.22533,-0.10916,315.406835
5115,JURRAP,-1763.043108,-0.093578,3.3829,0.87685,0.1271,-0.18932,-0.06222,256.174914
5116,QUNKAM,-3867.419502,-0.168255,0.0,0.54986,0.09629,-0.22632,-0.13003,437.325743
5117,DIHVEW,-1287.693257,-0.100562,3.8698,1.1533,0.15049,-0.20627,-0.05578,250.758855
5118,JIWHUS,-5083.518329,-0.188312,9.8561,-0.08463,0.10602,-0.22536,-0.11934,511.048874
5119,PEFSOL,-3761.992502,-0.086552,3.9911,0.48741,0.11731,-0.23548,-0.11817,316.41298
5120,EDOGIQ,-4576.960467,-0.17546,8.3964,0.10849,0.08814,-0.22169,-0.13355,471.222424
5121,JIFNOE,-1801.335546,-0.104365,4.7788,0.74919,0.11379,-0.18949,-0.0757,266.959702
5122,BEJQOY,-2484.544918,-0.180265,5.6464,1.1957,0.10135,-0.18742,-0.08607,450.743324
5123,HOQJEC,-2383.921009,-0.076836,9.8333,0.26101,0.14667,-0.17762,-0.03095,209.814954
5124,TESDEA,-2280.759041,-0.071499,3.0985,-0.04463,0.1184,-0.19311,-0.07471,221.964618
5125,FEQCEK,-2301.51521,-0.151029,3.8744,0.74823,0.14962,-0.18933,-0.03971,363.149449
5126,JAYLIE,-1513.029828,-0.119445,4.4105,0.93419,0.11898,-0.15745,-0.03847,304.011824
5127,WUBVOE,-1956.838992,-0.15396,5.1091,1.55928,0.10396,-0.18426,-0.0803,374.926342
5128,CESREX,-2659.078467,-0.062063,5.6326,0.01491,0.1371,-0.23729,-0.10019,185.808343
5129,VEFFES,-1479.203504,-0.154102,3.6876,1.63069,0.11834,-0.18553,-0.06719,412.592893
5130,DIXDEU,-14577.500147,-0.146106,5.8614,0.15153,0.11692,-0.23848,-0.12156,365.258062
5131,WAKFUL,-5698.018874,-0.181496,0.0007,0.51987,0.085,-0.22102,-0.13602,483.20247
5132,BIXTAF,-2754.882387,-0.186958,1.5275,0.6714,0.09081,-0.1606,-0.06979,423.892203
5133,FUJDUJ,-1791.527437,-0.157055,2.3107,1.28566,0.12128,-0.18938,-0.0681,388.418517
5134,NEKGAM,-3304.062585,-0.183392,5.4276,0.57459,0.09102,-0.19495,-0.10393,458.013132
5135,SUPVIJ,-2385.157531,-0.070509,4.4797,0.1248,0.13028,-0.22089,-0.09061,206.67246
5136,ZOSZAL,-3087.871756,-0.249855,0.8723,0.77652,0.1111,-0.18205,-0.07095,596.123873
5137,KARWOR,-4319.617974,-0.387603,3.2368,0.94762,0.09167,-0.18267,-0.091,886.637252
5138,WUPLOK,-2009.717885,-0.096515,2.2202,0.4501,0.08712,-0.17214,-0.08502,273.922483
5139,HOBCUW,-3353.219832,-0.188805,3.1414,0.30912,0.11579,-0.20388,-0.08809,469.890469
5140,JALSEU,-2425.949365,-0.153292,4.7127,0.86271,0.10837,-0.19358,-0.08521,418.78555
5141,YOGJUA,-1719.23618,-0.193693,0.9213,1.9751,0.11698,-0.16986,-0.05288,434.293016
5142,RENGIB,-1628.126438,-0.08129,4.6606,0.76575,0.1412,-0.22029,-0.07909,227.009973
5143,KATDAK,-1975.211213,-0.137898,4.249,0.86942,0.12979,-0.19387,-0.06408,373.490486
5144,XUJHIU,-4110.792448,-0.149075,3.7771,0.92379,0.15147,-0.19862,-0.04715,401.753315
5145,MOGHOG,-3272.798059,-0.186549,1.9721,0.88773,0.14891,-0.1927,-0.04379,466.615645
5146,VUMKEV,-2244.944585,-0.134019,1.6228,0.5222,0.13272,-0.20324,-0.07052,335.685078
5147,TUMVUT,-1230.29524,-0.154204,8.6672,1.48041,0.11149,-0.2158,-0.10431,373.867303
5148,HUDVAD,-1602.278573,-0.131729,2.277,1.41829,0.12181,-0.191,-0.06919,335.350692
5149,ICEFAY,-2645.722469,-0.215436,2.982,0.80831,0.12017,-0.17546,-0.05529,489.659442
5150,BUBMAN,-1778.027885,-0.157144,4.4302,1.3236,0.13182,-0.18168,-0.04986,361.745571
5151,YOJYEC,-2813.290768,-0.201905,2.1255,1.02545,0.18194,-0.21151,-0.02957,502.025759
5152,ZULVOR,-2702.033768,-0.164131,1.5001,0.53865,0.07236,-0.148,-0.07564,398.7235
5153,SADMES,-2929.266333,-0.147017,5.4171,0.30274,0.10009,-0.19741,-0.09732,360.231277
5154,UZINAU,-3745.241098,-0.181509,5.3827,0.5424,0.10485,-0.20622,-0.10137,444.995753
5155,QIJSEH,-4148.937574,-0.141799,5.059,0.82006,0.09813,-0.21366,-0.11553,372.923357
5156,WATTUG,-2206.67311,-0.15283,4.6089,0.81813,0.13665,-0.20538,-0.06873,386.422043
5157,GOTKIL,-3159.801557,-0.202538,3.563,0.78449,0.10118,-0.17387,-0.07269,486.203591
5158,YAQCIC,-2165.207579,-0.163017,3.6048,0.63612,0.10091,-0.17434,-0.07343,416.875778
5159,SESBOH,-3248.820173,-0.210379,4.4392,0.19198,0.08834,-0.14119,-0.05285,508.351109
5160,AHIYEW,-1706.765644,-0.094982,4.7767,0.8217,0.13545,-0.21098,-0.07553,245.546775
5161,OBILEQ,-2640.157134,-0.080158,3.4109,0.56624,0.13683,-0.23254,-0.09571,234.442332
5162,NEMLOH,-1472.2876,-0.117732,5.3886,1.54086,0.14645,-0.1706,-0.02415,284.973472
5163,BIHCEB,-1480.44731,-0.156802,0.9798,2.1139,0.13731,-0.17822,-0.04091,401.184795
5164,XUBJOU,-2386.372395,-0.070026,7.2787,0.23397,0.14522,-0.21448,-0.06926,207.437881
5165,WEQCOK,-1566.991492,-0.167865,1.1108,1.36898,0.09414,-0.19707,-0.10293,450.054538
5166,YEZHOA,-3189.325962,-0.053682,8.8121,0.05057,0.14248,-0.2551,-0.11262,179.089229
5167,CURFAY,-2792.974578,-0.083653,6.4163,0.14046,0.12391,-0.22487,-0.10096,218.300845
5168,PEYBOK,-1357.991889,-0.112991,5.3555,0.65865,0.10924,-0.1596,-0.05036,308.908906
5169,HACSUA,-3215.186806,-0.30682,5.2201,1.96656,0.1189,-0.17536,-0.05646,711.722218
5170,BOWNOR,-2209.119325,-0.156982,3.5131,0.8697,0.10887,-0.18909,-0.08022,379.156318
5171,JAFKAF,-2713.100491,-0.110894,4.6912,0.24881,0.13265,-0.20795,-0.0753,296.272325
5172,SERSEN,-1695.139493,-0.066581,6.8442,1.25796,0.14451,-0.21623,-0.07172,215.821277
5173,UMEHOK,-2048.63126,-0.220551,3.7375,1.68234,0.11937,-0.16292,-0.04355,526.60822
5174,DIFFAC,-3036.290331,-0.183709,1.6204,0.76009,0.1266,-0.18407,-0.05747,473.536332
5175,VAHPAV,-1872.736077,-0.169701,5.1057,1.10698,0.12894,-0.15051,-0.02157,397.968184
5176,WIKBOJ,-4791.477406,-0.236748,3.643,1.72431,0.09823,-0.16366,-0.06543,565.47823
5177,KIRBIW,-2527.411823,-0.140117,4.5098,0.81375,0.10097,-0.18263,-0.08166,389.376843
5178,ILUZOE,-2487.920541,-0.153358,5.8671,0.85371,0.13783,-0.17984,-0.04201,395.899012
5179,RUFWAQ,-3821.492231,-0.129924,11.0739,1.06113,0.11054,-0.22763,-0.11709,378.457488
5180,JUJVEP,-1613.759002,-0.099691,5.1165,1.04699,0.13558,-0.20636,-0.07078,284.812107
5181,KEDMIP,-2477.308521,-0.134752,3.7292,0.82353,0.1181,-0.20099,-0.08289,344.034855
5182,SIGQEG,-3696.259183,-0.275154,8.1035,0.67834,0.0563,-0.14495,-0.08865,655.841059
5183,SOWMOH,-1643.097802,-0.14487,6.5746,0.92056,0.10803,-0.15681,-0.04878,380.390217
5184,IKOKID,-1742.362559,-0.093255,5.551,0.733,0.15095,-0.22285,-0.0719,251.067755
5185,LOFNUQ,-1686.239266,-0.07955,2.9219,0.95507,0.15979,-0.21839,-0.0586,232.233211
5186,YUYDOM,-4166.762224,-0.273858,1.3299,1.44052,0.11891,-0.19229,-0.07338,648.083928
5187,EWASAW,-3458.276466,-0.332777,1.1875,1.10207,0.10744,-0.178,-0.07056,741.550654
5188,JAQSUP,-1204.678469,-0.112497,2.4358,1.51802,0.16241,-0.20027,-0.03786,303.422761
5189,QUWWIP,-1772.038826,-0.049657,2.874,0.49407,0.12657,-0.19422,-0.06765,157.22163
5190,YEKGOL,-2092.018535,-0.236507,9.1012,2.19838,0.11307,-0.16439,-0.05132,523.961528
5191,XIKGAA,-7347.325602,-0.078149,8.8281,-0.03914,0.07315,-0.19078,-0.11763,255.309567
5192,IPELIY,-1648.050741,-0.115002,2.7987,1.69365,0.13545,-0.20355,-0.0681,349.6881
5193,OVEVUH,-2973.315687,-0.252839,5.0097,1.16994,0.12533,-0.21513,-0.0898,595.773349
5194,DUSROA,-1547.026862,-0.075105,3.2286,0.76151,0.11746,-0.18361,-0.06615,211.781364
5195,ELOWAD,-3287.330171,-0.227914,6.6931,0.91885,0.1102,-0.18539,-0.07519,521.232962
5196,TERHEE,-2143.068756,-0.127763,4.9829,1.08904,0.15673,-0.20529,-0.04856,325.551831
5197,EMAGII,-2177.615261,-0.111857,4.584,0.7505,0.14327,-0.21745,-0.07418,318.982738
5198,EDUMAR,-1405.792127,-0.100181,1.9685,1.02087,0.15831,-0.18026,-0.02195,281.596913
5199,PICGAK,-2571.198014,-0.176566,3.1658,1.06779,0.16191,-0.20177,-0.03986,448.291442
5200,REKBEQ,-2660.107192,-0.277673,5.2858,2.15544,0.14381,-0.18751,-0.0437,646.285964
5201,REPQUB,-3611.591223,-0.214263,9.5073,0.28024,0.10566,-0.18843,-0.08277,505.279976
5202,JETNIG,-7380.270081,-0.11358,6.6708,0.40641,0.08746,-0.17151,-0.08405,317.341449
5203,XUYBIC,-2632.097782,-0.056761,2.085,-0.02328,0.11477,-0.21468,-0.09991,198.180441
5204,WENCIC,-2654.174295,-0.114537,10.4912,0.4484,0.10597,-0.16047,-0.0545,283.709458
5205,NIQWUF,-1871.301264,-0.171323,2.0069,1.38599,0.12159,-0.19294,-0.07135,417.711947
5206,GOBKOZ,-2819.823984,-0.134737,3.7146,0.61983,0.12402,-0.20651,-0.08249,338.613219
5207,GUKSEM,-3074.442753,-0.095561,6.1781,0.35768,0.09916,-0.21228,-0.11312,289.833829
5208,KAGXUM,-2009.033669,-0.124485,4.0123,0.8608,0.11043,-0.19204,-0.08161,318.891486
5209,FOFPEW,-2953.9613,-0.09665,3.7877,0.03064,0.09823,-0.19446,-0.09623,293.838298
5210,MURTUP,-5277.687557,-0.166415,8.3745,0.85368,0.17567,-0.27447,-0.0988,410.597317
5211,EBAYIQ,-2413.355129,-0.163752,1.6711,0.32053,0.08948,-0.1274,-0.03792,372.913177
5212,SIGLUR,-2929.697624,-0.17825,3.7142,0.96715,0.11376,-0.16406,-0.0503,457.17403
5213,NAJSIA,-2496.548278,-0.197533,4.3764,1.25155,0.12631,-0.18941,-0.0631,486.043361
5214,RUPNOG,-1182.28713,-0.10579,2.4197,1.39662,0.08526,-0.1575,-0.07224,302.502204
5215,KOLRUY,-2241.10796,-0.152999,0.7892,0.37867,0.12064,-0.16272,-0.04208,367.450358
5216,BIHFAA,-2139.046041,-0.239755,2.0138,2.06264,0.11832,-0.17173,-0.05341,560.529172
5217,RUNJEP,-2691.156048,-0.119718,2.6502,0.23635,0.11543,-0.19528,-0.07985,336.925018
5218,LOMWUH,-2775.630252,-0.113314,4.1825,0.11197,0.10643,-0.20966,-0.10323,314.440552
