CSD_code;Electronic_E;Dispersion_E;Dipole_M;Metal_q;HL_Gap;HOMO_Energy;LUMO_Energy;Polarizability
FUVBEE;-2836.844145;-0.227042;0.295300;1.175150;0.143610;-0.210630;-0.067020;538.169753
XUNDUF;-4499.591206;-0.284116;4.161400;0.887990;0.137500;-0.193980;-0.056480;635.425630
FIBZIA;-3499.717718;-0.352528;6.467900;1.764920;0.114090;-0.169530;-0.055440;821.256477
HONLIG;-3168.539692;-0.296878;5.612200;1.734670;0.140310;-0.185760;-0.045450;695.675949
VURFAP;-2215.565127;-0.053876;4.027300;0.256470;0.144480;-0.228300;-0.083820;171.333655
FETTEF;-1967.399128;-0.112998;3.030700;0.808380;0.115820;-0.187260;-0.071440;307.650090
ZAPCAU;-1546.962926;-0.154786;1.822100;1.337930;0.112530;-0.178820;-0.066290;412.590139
KAFRUE;-3914.062427;-0.102089;13.544800;0.012310;0.124400;-0.234260;-0.109860;279.143222
ERUPOX;-2005.338757;-0.129031;2.164500;0.958790;0.144730;-0.164440;-0.019710;325.417371
WOSFOZ;-2356.645969;-0.162391;4.133300;0.853360;0.121290;-0.204300;-0.083010;420.248198
TURPON;-4444.311641;-0.257269;2.722000;0.163920;0.095290;-0.163760;-0.068470;605.424539
XAFZEJ;-3533.586268;-0.262178;0.904900;0.855900;0.052240;-0.149590;-0.097350;720.928706
VACSEZ;-2326.629917;-0.068231;7.139500;0.927110;0.163940;-0.231190;-0.067250;210.404994
LISXOA;-2924.428665;-0.083178;4.497100;0.012670;0.121590;-0.233680;-0.112090;253.587323
YIHYET;-1807.066872;-0.108231;3.028900;0.565400;0.129060;-0.181670;-0.052610;261.345895
COHTEZ;-3233.998934;-0.102278;4.484700;0.424630;0.099650;-0.198560;-0.098910;321.714629
DONBEO;-2879.018599;-0.238619;4.005100;0.933820;0.106430;-0.179670;-0.073240;558.743880
MINYOX;-1876.526028;-0.097236;4.001400;0.747030;0.144240;-0.222520;-0.078280;273.427246
RIXWIG;-2832.988834;-0.098230;7.003900;0.317080;0.074360;-0.149820;-0.075460;281.640898
NETZER;-1864.599981;-0.202136;0.635800;1.723040;0.090570;-0.149660;-0.059090;455.972844
LIRCIY;-1296.408086;-0.133499;1.659300;1.903270;0.104150;-0.158220;-0.054070;357.885059
ZUJLUL;-1588.863202;-0.081163;5.450700;0.743560;0.151820;-0.221900;-0.070080;210.869380
GAWYIM;-2560.975373;-0.091502;7.429700;0.317560;0.135800;-0.215700;-0.079900;248.278706
NAHSAS;-1931.600257;-0.119722;4.328900;0.808410;0.109200;-0.181860;-0.072660;288.710867
NARMAV;-3413.940735;-0.094877;7.726600;0.388770;0.127500;-0.216500;-0.089000;300.607461
HACLIH;-3468.680499;-0.213089;2.535500;1.004500;0.108160;-0.201190;-0.093030;550.847173
REGDOX;-3035.396338;-0.066901;4.761900;-0.078260;0.118300;-0.239050;-0.120750;216.282413
HABHAT;-2215.448519;-0.092532;2.730400;0.493600;0.099210;-0.177520;-0.078310;277.222687
BEXWOS;-2298.026923;-0.158991;2.802700;0.779390;0.128720;-0.182280;-0.053560;372.887478
JEXBET;-2548.351406;-0.101859;4.631600;0.120960;0.101080;-0.198820;-0.097740;257.647375
ISANIZ;-2164.124394;-0.136407;2.393600;0.837360;0.104100;-0.176700;-0.072600;357.903707
TEFRAA;-2088.159496;-0.209512;5.274900;2.123150;0.138440;-0.188560;-0.050120;509.925769
GILPOH;-2435.569310;-0.164953;2.443100;1.048800;0.116310;-0.190030;-0.073720;442.747506
LOWXEA;-2498.768534;-0.058844;5.247300;0.317650;0.115880;-0.203470;-0.087590;204.963052
GILNAR;-2208.705041;-0.073459;5.974200;0.526400;0.108410;-0.207750;-0.099340;239.897084
TISHAH;-3470.127699;-0.230504;2.899600;0.374650;0.130230;-0.186280;-0.056050;529.159656
UKEZOZ;-1440.069378;-0.121067;4.568000;1.460170;0.129160;-0.182300;-0.053140;292.093290
LAHMAK;-3702.112027;-0.146302;16.732300;0.547260;0.142060;-0.226540;-0.084480;410.780262
INDMZR;-819.431842;-0.076708;2.921500;1.443790;0.008190;-0.173460;-0.165270;222.431453
XARKOR;-2104.862789;-0.197523;3.948200;1.173060;0.072580;-0.136400;-0.063820;463.023988
TEDYUX;-1406.746635;-0.096653;2.090900;1.374070;0.165680;-0.182640;-0.016960;282.838975
WILXEV;-2591.459268;-0.169774;12.480800;0.613750;0.034140;-0.129890;-0.095750;464.611080
VOGFII;-3108.776339;-0.212261;6.110300;0.821440;0.118110;-0.209070;-0.090960;505.199922
LUZLOJ;-2161.207214;-0.133969;1.845100;0.596820;0.085470;-0.166540;-0.081070;366.843384
RIJSAH;-2986.865131;-0.255289;3.378600;0.888570;0.033280;-0.163950;-0.130670;582.090389
RITROE;-2909.609285;-0.098540;8.468400;0.065780;0.114720;-0.219220;-0.104500;249.935121
HEFNUE;-1680.941170;-0.124020;2.935300;1.019470;0.121540;-0.200530;-0.078990;340.923492
ZUJXAD;-1496.052038;-0.138341;0.889300;1.521350;0.097270;-0.175730;-0.078460;352.048652
CADSEG;-3115.231009;-0.280901;1.979100;1.315940;0.203330;-0.197070;0.006260;570.338988
QUBHEC;-1980.205930;-0.183421;3.761500;0.596080;0.091480;-0.145940;-0.054460;423.603870
JOMNII;-1099.949157;-0.130421;2.264000;1.241940;0.099900;-0.315330;-0.215430;307.002774
UQUPIH;-3211.852811;-0.286150;1.782800;0.396710;0.091820;-0.144590;-0.052770;698.408532
YAXVOJ;-2559.717227;-0.083323;2.457300;0.242650;0.098220;-0.186500;-0.088280;245.510056
GIJBOR;-2065.205359;-0.115149;6.026800;1.023380;0.156360;-0.191910;-0.035550;304.360254
EBAXUB;-3137.181206;-0.137632;7.252900;0.227540;0.140140;-0.204910;-0.064770;356.318616
YIZCUF;-1899.809143;-0.134771;4.481600;0.697740;0.097540;-0.176440;-0.078900;350.054810
VASJII;-2244.379172;-0.125618;4.026300;0.031990;0.112100;-0.183770;-0.071670;351.869702
LAMPEU;-2247.601789;-0.109908;3.831800;0.746070;0.146600;-0.214410;-0.067810;280.475652
TODXEP;-4819.274270;-0.172858;2.022200;1.039330;0.091130;-0.218520;-0.127390;527.736845
XUHKAM;-4116.188754;-0.363142;2.478200;1.167410;0.130490;-0.199130;-0.068640;801.878095
ULONUG;-3025.287924;-0.148141;6.719500;0.514840;0.122050;-0.189360;-0.067310;379.731611
LACVIV;-2631.563270;-0.124655;6.356400;1.781090;0.008340;-0.281420;-0.273080;418.142318
WUGSIB;-3187.874250;-0.106388;5.762400;0.627600;0.116170;-0.225330;-0.109160;315.406835
JURRAP;-1763.043108;-0.093578;3.382900;0.876850;0.127100;-0.189320;-0.062220;256.174914
QUNKAM;-3867.419502;-0.168255;0.000000;0.549860;0.096290;-0.226320;-0.130030;437.325743
DIHVEW;-1287.693257;-0.100562;3.869800;1.153300;0.150490;-0.206270;-0.055780;250.758855
JIWHUS;-5083.518329;-0.188312;9.856100;-0.084630;0.106020;-0.225360;-0.119340;511.048874
PEFSOL;-3761.992502;-0.086552;3.991100;0.487410;0.117310;-0.235480;-0.118170;316.412980
EDOGIQ;-4576.960467;-0.175460;8.396400;0.108490;0.088140;-0.221690;-0.133550;471.222424
JIFNOE;-1801.335546;-0.104365;4.778800;0.749190;0.113790;-0.189490;-0.075700;266.959702
BEJQOY;-2484.544918;-0.180265;5.646400;1.195700;0.101350;-0.187420;-0.086070;450.743324
HOQJEC;-2383.921009;-0.076836;9.833300;0.261010;0.146670;-0.177620;-0.030950;209.814954
TESDEA;-2280.759041;-0.071499;3.098500;-0.044630;0.118400;-0.193110;-0.074710;221.964618
FEQCEK;-2301.515210;-0.151029;3.874400;0.748230;0.149620;-0.189330;-0.039710;363.149449
JAYLIE;-1513.029828;-0.119445;4.410500;0.934190;0.118980;-0.157450;-0.038470;304.011824
WUBVOE;-1956.838992;-0.153960;5.109100;1.559280;0.103960;-0.184260;-0.080300;374.926342
CESREX;-2659.078467;-0.062063;5.632600;0.014910;0.137100;-0.237290;-0.100190;185.808343
VEFFES;-1479.203504;-0.154102;3.687600;1.630690;0.118340;-0.185530;-0.067190;412.592893
DIXDEU;-14577.500147;-0.146106;5.861400;0.151530;0.116920;-0.238480;-0.121560;365.258062
WAKFUL;-5698.018874;-0.181496;0.000700;0.519870;0.085000;-0.221020;-0.136020;483.202470
BIXTAF;-2754.882387;-0.186958;1.527500;0.671400;0.090810;-0.160600;-0.069790;423.892203
FUJDUJ;-1791.527437;-0.157055;2.310700;1.285660;0.121280;-0.189380;-0.068100;388.418517
NEKGAM;-3304.062585;-0.183392;5.427600;0.574590;0.091020;-0.194950;-0.103930;458.013132
SUPVIJ;-2385.157531;-0.070509;4.479700;0.124800;0.130280;-0.220890;-0.090610;206.672460
ZOSZAL;-3087.871756;-0.249855;0.872300;0.776520;0.111100;-0.182050;-0.070950;596.123873
KARWOR;-4319.617974;-0.387603;3.236800;0.947620;0.091670;-0.182670;-0.091000;886.637252
WUPLOK;-2009.717885;-0.096515;2.220200;0.450100;0.087120;-0.172140;-0.085020;273.922483
HOBCUW;-3353.219832;-0.188805;3.141400;0.309120;0.115790;-0.203880;-0.088090;469.890469
JALSEU;-2425.949365;-0.153292;4.712700;0.862710;0.108370;-0.193580;-0.085210;418.785550
YOGJUA;-1719.236180;-0.193693;0.921300;1.975100;0.116980;-0.169860;-0.052880;434.293016
RENGIB;-1628.126438;-0.081290;4.660600;0.765750;0.141200;-0.220290;-0.079090;227.009973
KATDAK;-1975.211213;-0.137898;4.249000;0.869420;0.129790;-0.193870;-0.064080;373.490486
XUJHIU;-4110.792448;-0.149075;3.777100;0.923790;0.151470;-0.198620;-0.047150;401.753315
MOGHOG;-3272.798059;-0.186549;1.972100;0.887730;0.148910;-0.192700;-0.043790;466.615645
VUMKEV;-2244.944585;-0.134019;1.622800;0.522200;0.132720;-0.203240;-0.070520;335.685078
TUMVUT;-1230.295240;-0.154204;8.667200;1.480410;0.111490;-0.215800;-0.104310;373.867303
HUDVAD;-1602.278573;-0.131729;2.277000;1.418290;0.121810;-0.191000;-0.069190;335.350692
ICEFAY;-2645.722469;-0.215436;2.982000;0.808310;0.120170;-0.175460;-0.055290;489.659442
BUBMAN;-1778.027885;-0.157144;4.430200;1.323600;0.131820;-0.181680;-0.049860;361.745571
YOJYEC;-2813.290768;-0.201905;2.125500;1.025450;0.181940;-0.211510;-0.029570;502.025759
ZULVOR;-2702.033768;-0.164131;1.500100;0.538650;0.072360;-0.148000;-0.075640;398.723500
SADMES;-2929.266333;-0.147017;5.417100;0.302740;0.100090;-0.197410;-0.097320;360.231277
UZINAU;-3745.241098;-0.181509;5.382700;0.542400;0.104850;-0.206220;-0.101370;444.995753
QIJSEH;-4148.937574;-0.141799;5.059000;0.820060;0.098130;-0.213660;-0.115530;372.923357
WATTUG;-2206.673110;-0.152830;4.608900;0.818130;0.136650;-0.205380;-0.068730;386.422043
GOTKIL;-3159.801557;-0.202538;3.563000;0.784490;0.101180;-0.173870;-0.072690;486.203591
YAQCIC;-2165.207579;-0.163017;3.604800;0.636120;0.100910;-0.174340;-0.073430;416.875778
SESBOH;-3248.820173;-0.210379;4.439200;0.191980;0.088340;-0.141190;-0.052850;508.351109
AHIYEW;-1706.765644;-0.094982;4.776700;0.821700;0.135450;-0.210980;-0.075530;245.546775
OBILEQ;-2640.157134;-0.080158;3.410900;0.566240;0.136830;-0.232540;-0.095710;234.442332
NEMLOH;-1472.287600;-0.117732;5.388600;1.540860;0.146450;-0.170600;-0.024150;284.973472
BIHCEB;-1480.447310;-0.156802;0.979800;2.113900;0.137310;-0.178220;-0.040910;401.184795
XUBJOU;-2386.372395;-0.070026;7.278700;0.233970;0.145220;-0.214480;-0.069260;207.437881
WEQCOK;-1566.991492;-0.167865;1.110800;1.368980;0.094140;-0.197070;-0.102930;450.054538
YEZHOA;-3189.325962;-0.053682;8.812100;0.050570;0.142480;-0.255100;-0.112620;179.089229
CURFAY;-2792.974578;-0.083653;6.416300;0.140460;0.123910;-0.224870;-0.100960;218.300845
PEYBOK;-1357.991889;-0.112991;5.355500;0.658650;0.109240;-0.159600;-0.050360;308.908906
HACSUA;-3215.186806;-0.306820;5.220100;1.966560;0.118900;-0.175360;-0.056460;711.722218
BOWNOR;-2209.119325;-0.156982;3.513100;0.869700;0.108870;-0.189090;-0.080220;379.156318
JAFKAF;-2713.100491;-0.110894;4.691200;0.248810;0.132650;-0.207950;-0.075300;296.272325
SERSEN;-1695.139493;-0.066581;6.844200;1.257960;0.144510;-0.216230;-0.071720;215.821277
UMEHOK;-2048.631260;-0.220551;3.737500;1.682340;0.119370;-0.162920;-0.043550;526.608220
DIFFAC;-3036.290331;-0.183709;1.620400;0.760090;0.126600;-0.184070;-0.057470;473.536332
VAHPAV;-1872.736077;-0.169701;5.105700;1.106980;0.128940;-0.150510;-0.021570;397.968184
WIKBOJ;-4791.477406;-0.236748;3.643000;1.724310;0.098230;-0.163660;-0.065430;565.478230
KIRBIW;-2527.411823;-0.140117;4.509800;0.813750;0.100970;-0.182630;-0.081660;389.376843
ILUZOE;-2487.920541;-0.153358;5.867100;0.853710;0.137830;-0.179840;-0.042010;395.899012
RUFWAQ;-3821.492231;-0.129924;11.073900;1.061130;0.110540;-0.227630;-0.117090;378.457488
JUJVEP;-1613.759002;-0.099691;5.116500;1.046990;0.135580;-0.206360;-0.070780;284.812107
KEDMIP;-2477.308521;-0.134752;3.729200;0.823530;0.118100;-0.200990;-0.082890;344.034855
SIGQEG;-3696.259183;-0.275154;8.103500;0.678340;0.056300;-0.144950;-0.088650;655.841059
SOWMOH;-1643.097802;-0.144870;6.574600;0.920560;0.108030;-0.156810;-0.048780;380.390217
IKOKID;-1742.362559;-0.093255;5.551000;0.733000;0.150950;-0.222850;-0.071900;251.067755
LOFNUQ;-1686.239266;-0.079550;2.921900;0.955070;0.159790;-0.218390;-0.058600;232.233211
YUYDOM;-4166.762224;-0.273858;1.329900;1.440520;0.118910;-0.192290;-0.073380;648.083928
EWASAW;-3458.276466;-0.332777;1.187500;1.102070;0.107440;-0.178000;-0.070560;741.550654
JAQSUP;-1204.678469;-0.112497;2.435800;1.518020;0.162410;-0.200270;-0.037860;303.422761
QUWWIP;-1772.038826;-0.049657;2.874000;0.494070;0.126570;-0.194220;-0.067650;157.221630
YEKGOL;-2092.018535;-0.236507;9.101200;2.198380;0.113070;-0.164390;-0.051320;523.961528
XIKGAA;-7347.325602;-0.078149;8.828100;-0.039140;0.073150;-0.190780;-0.117630;255.309567
IPELIY;-1648.050741;-0.115002;2.798700;1.693650;0.135450;-0.203550;-0.068100;349.688100
OVEVUH;-2973.315687;-0.252839;5.009700;1.169940;0.125330;-0.215130;-0.089800;595.773349
DUSROA;-1547.026862;-0.075105;3.228600;0.761510;0.117460;-0.183610;-0.066150;211.781364
ELOWAD;-3287.330171;-0.227914;6.693100;0.918850;0.110200;-0.185390;-0.075190;521.232962
TERHEE;-2143.068756;-0.127763;4.982900;1.089040;0.156730;-0.205290;-0.048560;325.551831
EMAGII;-2177.615261;-0.111857;4.584000;0.750500;0.143270;-0.217450;-0.074180;318.982738
EDUMAR;-1405.792127;-0.100181;1.968500;1.020870;0.158310;-0.180260;-0.021950;281.596913
PICGAK;-2571.198014;-0.176566;3.165800;1.067790;0.161910;-0.201770;-0.039860;448.291442
REKBEQ;-2660.107192;-0.277673;5.285800;2.155440;0.143810;-0.187510;-0.043700;646.285964
REPQUB;-3611.591223;-0.214263;9.507300;0.280240;0.105660;-0.188430;-0.082770;505.279976
JETNIG;-7380.270081;-0.113580;6.670800;0.406410;0.087460;-0.171510;-0.084050;317.341449
XUYBIC;-2632.097782;-0.056761;2.085000;-0.023280;0.114770;-0.214680;-0.099910;198.180441
WENCIC;-2654.174295;-0.114537;10.491200;0.448400;0.105970;-0.160470;-0.054500;283.709458
NIQWUF;-1871.301264;-0.171323;2.006900;1.385990;0.121590;-0.192940;-0.071350;417.711947
GOBKOZ;-2819.823984;-0.134737;3.714600;0.619830;0.124020;-0.206510;-0.082490;338.613219
GUKSEM;-3074.442753;-0.095561;6.178100;0.357680;0.099160;-0.212280;-0.113120;289.833829
KAGXUM;-2009.033669;-0.124485;4.012300;0.860800;0.110430;-0.192040;-0.081610;318.891486
FOFPEW;-2953.961300;-0.096650;3.787700;0.030640;0.098230;-0.194460;-0.096230;293.838298
MURTUP;-5277.687557;-0.166415;8.374500;0.853680;0.175670;-0.274470;-0.098800;410.597317
EBAYIQ;-2413.355129;-0.163752;1.671100;0.320530;0.089480;-0.127400;-0.037920;372.913177
SIGLUR;-2929.697624;-0.178250;3.714200;0.967150;0.113760;-0.164060;-0.050300;457.174030
NAJSIA;-2496.548278;-0.197533;4.376400;1.251550;0.126310;-0.189410;-0.063100;486.043361
RUPNOG;-1182.287130;-0.105790;2.419700;1.396620;0.085260;-0.157500;-0.072240;302.502204
KOLRUY;-2241.107960;-0.152999;0.789200;0.378670;0.120640;-0.162720;-0.042080;367.450358
BIHFAA;-2139.046041;-0.239755;2.013800;2.062640;0.118320;-0.171730;-0.053410;560.529172
RUNJEP;-2691.156048;-0.119718;2.650200;0.236350;0.115430;-0.195280;-0.079850;336.925018
LOMWUH;-2775.630252;-0.113314;4.182500;0.111970;0.106430;-0.209660;-0.103230;314.440552
TAJCIT;-3501.629406;-0.318462;5.858900;0.985790;0.111440;-0.180110;-0.068670;718.116392
NERTEK;-2580.231786;-0.039419;9.121500;0.339290;0.192510;-0.106760;0.085750;155.740030
CAMLIN;-1746.856776;-0.146324;2.780700;1.948620;0.130200;-0.194090;-0.063890;374.279884
HANXEZ;-2541.318047;-0.095917;5.084300;0.554080;0.143200;-0.221500;-0.078300;251.986485
GIZVAO;-2545.276997;-0.154354;4.325400;0.231050;0.084000;-0.170540;-0.086540;410.501247
LOWXAW;-2731.753792;-0.098574;4.001400;0.291480;0.123800;-0.218800;-0.095000;296.912301
QOVSAV;-3143.738534;-0.188812;2.793600;1.115440;0.087900;-0.188110;-0.100210;459.121099
ZIYCUF;-2853.817206;-0.166945;4.192900;0.789290;0.123280;-0.213450;-0.090170;405.914907
KUKYIY;-2042.984006;-0.108802;2.064300;0.505840;0.123560;-0.177800;-0.054240;273.038971
SOXPOL;-2422.761493;-0.245121;1.161800;1.664610;0.131370;-0.191210;-0.059840;577.611049
XOSTOO;-2237.941317;-0.144074;4.177600;0.888270;0.114130;-0.180840;-0.066710;371.398142
CIBMEG;-2778.114205;-0.146112;6.052800;0.980000;0.153760;-0.217400;-0.063640;388.372762
BOMNEZ;-5521.612265;-0.295764;15.577800;0.144190;0.095340;-0.219770;-0.124430;671.913012
LOCWEF;-888.041776;-0.091893;4.195100;1.098610;0.126970;-0.192610;-0.065640;256.436390
XISCIL;-2812.343633;-0.094027;3.524200;0.286110;0.110890;-0.197100;-0.086210;260.695577
FEKMOY;-2959.353582;-0.125379;8.195500;0.512660;0.123020;-0.202000;-0.078980;339.416536
QIGLEZ;-1130.343745;-0.116163;0.447500;1.605550;0.117180;-0.179620;-0.062440;327.449359
NODKUP;-3356.812346;-0.221428;3.442600;0.284560;0.101330;-0.155440;-0.054110;520.377124
SIMJEF;-2762.248127;-0.240715;6.687900;1.579220;0.100560;-0.178140;-0.077580;564.342803
DIDHAC;-2198.208420;-0.247431;5.135000;1.809010;0.136620;-0.174530;-0.037910;597.201808
HIPFAN;-2960.500678;-0.123227;6.499700;0.524790;0.109960;-0.216210;-0.106250;337.910165
ANAWIW;-2933.825283;-0.132368;8.658500;0.829620;0.183860;-0.227930;-0.044070;390.638542
VEYXON;-3043.837628;-0.243482;3.663300;0.736650;0.107860;-0.185310;-0.077450;584.041822
FOZNAL;-1810.650282;-0.188684;9.621000;1.286930;0.121030;-0.215980;-0.094950;437.654642
ZUKBIQ;-2607.131056;-0.197093;4.958600;1.664170;0.131770;-0.186890;-0.055120;534.186837
NIMJOL;-7873.660580;-0.215022;5.881500;0.920490;0.109720;-0.180040;-0.070320;533.150639
XUWZUL;-2351.493901;-0.140452;3.033600;0.933730;0.146740;-0.182770;-0.036030;376.172780
GUDTII;-2404.773528;-0.133517;3.970300;0.758000;0.152530;-0.217200;-0.064670;327.175614
XUCRUI;-2828.068862;-0.122320;3.096100;0.814480;0.122410;-0.195950;-0.073540;311.227499
WIVGOY;-3503.417872;-0.190243;5.357000;0.457240;0.101400;-0.216050;-0.114650;494.372577
GINBEN;-973.153924;-0.108721;5.218900;1.837140;0.157010;-0.175270;-0.018260;274.789255
VEZVEB;-1425.919521;-0.142013;2.386500;1.487390;0.131240;-0.193980;-0.062740;340.639801
JUCQIH;-2384.765983;-0.051130;8.334000;0.541990;0.168280;-0.242930;-0.074650;169.545008
ZAVCAA;-3594.933532;-0.087002;6.607700;-0.028460;0.101920;-0.202630;-0.100710;260.300072
XIWSIG;-2803.277038;-0.197189;3.655500;0.796750;0.127620;-0.207180;-0.079560;487.511129
XISCAD;-2851.645085;-0.100306;3.037100;0.284620;0.125060;-0.208830;-0.083770;272.166842
GIPKOG;-2460.769353;-0.117042;3.523400;0.726810;0.121190;-0.176400;-0.055210;300.322037
VIQGOT;-3108.728900;-0.205866;4.388100;0.883980;0.139270;-0.191140;-0.051870;492.255628
JABGUP;-2683.019687;-0.087999;4.301800;0.089050;0.107060;-0.209680;-0.102620;242.692809
VIBGIW;-1190.612394;-0.136505;2.313400;1.519470;0.130570;-0.175710;-0.045140;324.961293
TAHRAY;-2243.092496;-0.134917;1.232700;0.950380;0.115050;-0.185740;-0.070690;341.328830
TERJAC;-4117.759062;-0.238310;7.747900;0.489620;0.155340;-0.201180;-0.045840;566.130661
JATJIA;-2781.112016;-0.192775;6.837300;1.360670;0.128510;-0.206040;-0.077530;505.569439
ITOGOP;-3329.540128;-0.371799;3.067200;1.386610;0.074330;-0.143270;-0.068940;772.839195
RUNPUM;-3022.012172;-0.231528;2.526100;0.771990;0.092220;-0.180930;-0.088710;546.316248
WAHVEJ;-4162.520613;-0.164521;9.986300;0.910190;0.007720;-0.182360;-0.174640;500.900616
QAMPOM;-1749.876107;-0.195461;1.675000;1.587050;0.147990;-0.186520;-0.038530;455.646831
DOBYAV;-1298.818009;-0.146442;5.406000;1.868380;0.090390;-0.159530;-0.069140;359.328583
PILPUX;-4962.784011;-0.213064;10.857800;0.358430;0.113570;-0.188470;-0.074900;539.910701
TUBSUE;-2049.939293;-0.093452;4.192600;-0.404890;0.141390;-0.186280;-0.044890;281.952271
UFANUN;-2020.311736;-0.216955;0.360100;1.925560;0.099660;-0.147050;-0.047390;496.954942
CIPGAK;-7078.617670;-0.198957;5.344500;1.869650;0.130210;-0.170320;-0.040110;515.764438
VOBCOF;-2015.252928;-0.069653;0.001400;0.832320;0.170410;-0.207870;-0.037460;230.914568
NUGLOQ;-1150.909148;-0.123017;0.894200;1.932910;0.160530;-0.296500;-0.135970;300.676907
DIVYUD;-3126.716875;-0.224598;5.243200;1.505830;0.093410;-0.169550;-0.076140;529.132768
XOTQIG;-1720.371770;-0.091778;4.113200;0.823300;0.139760;-0.210870;-0.071110;239.938081
HILDEO;-2490.769996;-0.184156;0.817800;1.334660;0.036380;-0.129000;-0.092620;452.397580
KEWQOS;-3227.001699;-0.081432;6.189000;-0.041270;0.110680;-0.220620;-0.109940;267.341287
CUHVOR;-2734.984421;-0.203067;6.055400;0.758180;0.080460;-0.160070;-0.079610;513.490646
ECEZAQ;-2642.857642;-0.154919;3.360100;0.497490;0.105000;-0.191350;-0.086350;398.974528
UFANIB;-2516.890048;-0.187504;2.707400;0.653320;0.086940;-0.152050;-0.065110;416.747926
OHUPOY;-2312.173074;-0.132592;1.272800;0.440560;0.129960;-0.166300;-0.036340;351.082777
BURCUN;-3265.473260;-0.174684;2.784400;0.621700;0.121590;-0.204910;-0.083320;439.443802
SUMQAT;-2263.525344;-0.150209;1.591500;0.919550;0.118390;-0.184860;-0.066470;379.660622
GONDES;-1051.775058;-0.099936;2.979400;1.349540;0.119080;-0.193380;-0.074300;288.863853
DAGKIF;-913.346213;-0.077159;1.401200;1.302680;0.180860;-0.207080;-0.026220;230.669332
BOGQAP;-2781.740976;-0.137765;4.402800;0.162900;0.108080;-0.202230;-0.094150;317.069970
JUCQAZ;-2558.016739;-0.215515;2.689300;1.721900;0.122270;-0.192930;-0.070660;526.332688
RIZJER;-1329.262611;-0.158748;1.958300;1.309620;0.065980;-0.124380;-0.058400;368.367219
QEMTOR;-3527.675772;-0.277725;7.638900;1.065720;0.075740;-0.154660;-0.078920;619.085594
EQOKUR;-2354.961045;-0.152466;2.554500;0.756380;0.128550;-0.178450;-0.049900;370.612551
TAFSAV;-2367.862944;-0.073372;5.135200;0.287180;0.118560;-0.215260;-0.096700;210.648021
FIBZAS;-3619.932507;-0.140145;12.610000;0.529320;0.147860;-0.112960;0.034900;383.847334
OKOFOL;-2612.444428;-0.094570;0.597000;0.493810;0.096320;-0.178490;-0.082170;274.992254
IYIMUZ;-2017.643246;-0.165542;0.931000;1.108640;0.118470;-0.166880;-0.048410;436.564553
JOXLUD;-1590.072210;-0.076631;4.102100;0.774990;0.144600;-0.216050;-0.071450;216.257955
XOWLOK;-1873.328682;-0.104612;2.919300;0.802040;0.159080;-0.177710;-0.018630;256.620195
ODAGIL;-3476.883059;-0.121453;7.860100;0.458250;0.109390;-0.232320;-0.122930;331.631407
FUQCID;-1893.469100;-0.110409;0.902100;0.476790;0.097710;-0.143880;-0.046170;287.380385
MIVPUE;-2765.849485;-0.212537;0.600300;0.915050;0.103300;-0.168290;-0.064990;519.010211
LOPJEF;-1967.429933;-0.114874;3.761900;0.766540;0.138660;-0.193830;-0.055170;305.917679
YOTCAL;-2279.625497;-0.135669;3.303000;0.340320;0.097460;-0.150090;-0.052630;338.434017
YIJTER;-3227.368398;-0.211632;3.475100;0.336920;0.076890;-0.149650;-0.072760;502.844705
POGCIY;-1913.097956;-0.222990;9.318700;1.592520;0.108050;-0.189170;-0.081120;524.869633
RUKSUL;-2553.408981;-0.152216;1.711700;1.119200;0.122770;-0.192770;-0.070000;386.139055
MALKOB;-2667.341542;-0.202028;2.861400;0.599000;0.101710;-0.160120;-0.058410;492.402634
HOPNEF;-10924.960078;-0.158042;3.450700;0.378300;0.094450;-0.185720;-0.091270;396.581556
MOFLUP;-2672.848691;-0.183254;3.084600;1.293440;0.138360;-0.203590;-0.065230;470.932748
XOKMAM;-3127.689646;-0.228900;3.075900;1.713760;0.108810;-0.178590;-0.069780;529.612763
IGOGAO;-2967.771502;-0.128992;5.983900;0.629260;0.170600;-0.216730;-0.046130;346.953654
RUKCAB;-1937.836531;-0.161443;5.618000;1.811720;0.101720;-0.177770;-0.076050;424.252012
GUZNIA;-2354.269917;-0.143442;5.153600;1.105250;0.147990;-0.191870;-0.043880;365.453494
XUZTUJ;-2933.024287;-0.179860;3.094900;1.115110;0.151910;-0.207230;-0.055320;456.817808
XACFOZ;-4294.705936;-0.208884;1.544700;-0.073440;0.074640;-0.187960;-0.113320;507.830467
SIMJAB;-4765.369644;-0.243710;6.607200;1.477490;0.099070;-0.175210;-0.076140;570.770753
EVUHAF;-3093.638427;-0.115719;5.735400;0.950300;0.121080;-0.196120;-0.075040;343.042309
XAHNUQ;-1656.283224;-0.127579;3.540800;1.874630;0.135160;-0.181090;-0.045930;329.577768
QIPNIO;-4886.616367;-0.107790;5.340900;0.572450;0.117080;-0.153350;-0.036270;292.486303
ZOSVUB;-3956.817172;-0.131725;7.316000;1.263480;0.128330;-0.191850;-0.063520;368.876536
TEVCOO;-1896.762113;-0.202723;3.038800;2.014210;0.087170;-0.185180;-0.098010;523.489694
ZEPQEQ;-2574.897645;-0.098772;3.267700;0.218000;0.098930;-0.201180;-0.102250;326.848834
